unit_hmy,Property_Code,Unit_Code,StartDate,EndDate,sStatus,VacantDate,ReadyDate,Floor_Code,hbldg,Bldg_Code,Address_1,Address_2,Address_3,Address_4,City,Zip_Code,Country,Rent,SQFT,Rent_Ready,Exclude,Unit_Type,Bedrooms,Baths,Attributes_2,Attributes_5,Attributes_6,Attributes_8,Attributes_9,Attributes_10,dtLastModified,sFirstName,sLastName,scode
225,44400002,"D-0702  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
226,44400002,"D-0704  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
227,44400002,"D-0802  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
228,44400002,"D-0804  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
229,44400002,"D-0902  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
230,44400002,"D-0904  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
231,44400002,"D-1002  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
232,44400002,"D-1004  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
233,44400002,"D-1102  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
234,44400002,"D-1104  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
235,44400002,"D-0105  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",4697,951.5376,0,0,"02_D_C1 ",3,2,,,,,,,"03/03/2020",,,
236,44400002,"D-0205  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",4737,1051.6428,0,0,"02_D_C2 ",3,3,,,,,,,"03/03/2020",,,
237,44400002,"D-0305  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",4737,1051.6428,0,0,"02_D_C2 ",3,3,,,,,,,"03/03/2020",,,
238,44400002,"D-0405  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",4737,1051.6428,0,0,"02_D_C2 ",3,3,,,,,,,"03/03/2020",,,
239,44400002,"D-0505  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",4737,1051.6428,0,0,"02_D_C2 ",3,3,,,,,,,"03/03/2020",,,
240,44400002,"D-0605  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",4737,1051.6428,0,0,"02_D_C2 ",3,3,,,,,,,"03/03/2020",,,
241,44400002,"D-0705  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",4737,1051.6428,0,0,"02_D_C2 ",3,3,,,,,,,"03/03/2020",,,
242,44400002,"D-0805  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",4737,1051.6428,0,0,"02_D_C2 ",3,3,,,,,,,"03/03/2020",,,
243,44400002,"D-0905  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",4737,1051.6428,0,0,"02_D_C2 ",3,3,,,,,,,"03/03/2020",,,
244,44400002,"D-1005  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",4737,1051.6428,0,0,"02_D_C2 ",3,3,,,,,,,"03/03/2020",,,
245,44400002,"D-1105  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",4737,1051.6428,0,0,"02_D_C2 ",3,3,,,,,,,"03/03/2020",,,
246,44400002,"E-0101  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2442,547.8876,0,0,"02_E_A1 ",1,1,,,,,,,"03/03/2020",,,
247,44400002,"E-0202  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2442,547.8876,0,0,"02_E_A1 ",1,1,,,,,,,"03/03/2020",,,
248,44400002,"E-0302  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2442,547.8876,0,0,"02_E_A1 ",1,1,,,,,,,"03/03/2020",,,
249,44400002,"E-0402  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2442,547.8876,0,0,"02_E_A1 ",1,1,,,,,,,"03/03/2020",,,
250,44400002,"E-0502  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2442,547.8876,0,0,"02_E_A1 ",1,1,,,,,,,"03/03/2020",,,
251,44400002,"E-0602  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2442,547.8876,0,0,"02_E_A1 ",1,1,,,,,,,"03/03/2020",,,
252,44400002,"E-0702  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2442,547.8876,0,0,"02_E_A1 ",1,1,,,,,,,"03/03/2020",,,
253,44400002,"E-0802  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2442,547.8876,0,0,"02_E_A1 ",1,1,,,,,,,"03/03/2020",,,
254,44400002,"E-0102  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,791.154,0,0,"02_E_B1 ",2,2,,,,,,,"03/03/2020",,,
255,44400002,"E-0203  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,791.154,0,0,"02_E_B1 ",2,2,,,,,,,"03/03/2020",,,
256,44400002,"E-0303  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,791.154,0,0,"02_E_B1 ",2,2,,,,,,,"03/03/2020",,,
257,44400002,"E-0403  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,791.154,0,0,"02_E_B1 ",2,2,,,,,,,"03/03/2020",,,
258,44400002,"E-0503  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,791.154,0,0,"02_E_B1 ",2,2,,,,,,,"03/03/2020",,,
259,44400002,"E-0603  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,791.154,0,0,"02_E_B1 ",2,2,,,,,,,"03/03/2020",,,
260,44400002,"E-0703  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,791.154,0,0,"02_E_B1 ",2,2,,,,,,,"03/03/2020",,,
261,44400002,"E-0803  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,791.154,0,0,"02_E_B1 ",2,2,,,,,,,"03/03/2020",,,
262,44400002,"E-0201  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,795.4596,0,0,"02_E_B2 ",2,2,,,,,,,"03/03/2020",,,
263,44400002,"E-0301  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,795.4596,0,0,"02_E_B2 ",2,2,,,,,,,"03/03/2020",,,
264,44400002,"E-0401  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,795.4596,0,0,"02_E_B2 ",2,2,,,,,,,"03/03/2020",,,
265,44400002,"E-0501  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,795.4596,0,0,"02_E_B2 ",2,2,,,,,,,"03/03/2020",,,
266,44400002,"E-0601  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,795.4596,0,0,"02_E_B2 ",2,2,,,,,,,"03/03/2020",,,
267,44400002,"E-0701  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,795.4596,0,0,"02_E_B2 ",2,2,,,,,,,"03/03/2020",,,
268,44400002,"E-0801  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3225,795.4596,0,0,"02_E_B2 ",2,2,,,,,,,"03/03/2020",,,
269,44400002,"E-0208  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3250,861.12,0,0,"02_E_B3D",2,1,,,,,,,"03/03/2020",,,
270,44400002,"E-0308  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3250,861.12,0,0,"02_E_B3D",2,1,,,,,,,"03/03/2020",,,
271,44400002,"E-0408  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3250,861.12,0,0,"02_E_B3D",2,1,,,,,,,"03/03/2020",,,
272,44400002,"E-0508  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3250,861.12,0,0,"02_E_B3D",2,1,,,,,,,"03/03/2020",,,
273,44400002,"E-0608  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3250,861.12,0,0,"02_E_B3D",2,1,,,,,,,"03/03/2020",,,
274,44400002,"E-0708  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3250,861.12,0,0,"02_E_B3D",2,1,,,,,,,"03/03/2020",,,
275,44400002,"E-0808  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",3250,861.12,0,0,"02_E_B3D",2,1,,,,,,,"03/03/2020",,,
276,44400002,"E-0105  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4742,1053.7956,0,0,"02_E_C1 ",3,3,,,,,,,"03/03/2020",,,
277,44400002,"E-0206  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4742,1053.7956,0,0,"02_E_C1 ",3,3,,,,,,,"03/03/2020",,,
278,44400002,"E-0306  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4742,1053.7956,0,0,"02_E_C1 ",3,3,,,,,,,"03/03/2020",,,
279,44400002,"E-0406  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4742,1053.7956,0,0,"02_E_C1 ",3,3,,,,,,,"03/03/2020",,,
280,44400002,"E-0506  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4742,1053.7956,0,0,"02_E_C1 ",3,3,,,,,,,"03/03/2020",,,
281,44400002,"E-0606  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4742,1053.7956,0,0,"02_E_C1 ",3,3,,,,,,,"03/03/2020",,,
282,44400002,"E-0706  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4742,1053.7956,0,0,"02_E_C1 ",3,3,,,,,,,"03/03/2020",,,
283,44400002,"E-0806  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4742,1053.7956,0,0,"02_E_C1 ",3,3,,,,,,,"03/03/2020",,,
284,44400002,"E-0106  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4747,1058.1012,0,0,"02_E_C2 ",3,3,,,,,,,"03/03/2020",,,
285,44400002,"E-0207  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4747,1058.1012,0,0,"02_E_C2 ",3,3,,,,,,,"03/03/2020",,,
286,44400002,"E-0307  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4747,1058.1012,0,0,"02_E_C2 ",3,3,,,,,,,"03/03/2020",,,
287,44400002,"E-0407  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4747,1058.1012,0,0,"02_E_C2 ",3,3,,,,,,,"03/03/2020",,,
288,44400002,"E-0507  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4747,1058.1012,0,0,"02_E_C2 ",3,3,,,,,,,"03/03/2020",,,
289,44400002,"E-0607  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4747,1058.1012,0,0,"02_E_C2 ",3,3,,,,,,,"03/03/2020",,,
290,44400002,"E-0707  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4747,1058.1012,0,0,"02_E_C2 ",3,3,,,,,,,"03/03/2020",,,
291,44400002,"E-0807  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4747,1058.1012,0,0,"02_E_C2 ",3,3,,,,,,,"03/03/2020",,,
292,44400002,"E-0903  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4752,1050.5664,0,0,"02_E_C3 ",3,3,,,,,,,"03/03/2020",,,
293,44400002,"E-0904  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4752,1050.5664,0,0,"02_E_C3 ",3,3,,,,,,,"03/03/2020",,,
294,44400002,"E-0901  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4757,1063.4832,0,0,"02_E_C4 ",3,3,,,,,,,"03/03/2020",,,
295,44400002,"E-0902  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",4757,1063.4832,0,0,"02_E_C4 ",3,3,,,,,,,"03/03/2020",,,
296,44400002,"E-0103  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
297,44400002,"E-0104  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
298,44400002,"E-0204  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
299,44400002,"E-0205  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
300,44400002,"E-0304  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
301,44400002,"E-0305  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
302,44400002,"E-0404  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
303,44400002,"E-0405  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
304,44400002,"E-0504  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
305,44400002,"E-0505  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
306,44400002,"E-0604  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
307,44400002,"E-0605  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
308,44400002,"E-0704  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
309,44400002,"E-0705  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
310,44400002,"E-0804  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
311,44400002,"E-0805  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,3,"h5.e","6 New Lion Way","","","","London","SE17 1GW","UK",2016,423.0252,0,0,"02_E_S1 ",0,1,,,,,,,"03/03/2020",,,
650,44400001,"A-0101  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",1,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3240,670,0,0,"01_A_B1 ",2,1,"",,103,"Terrace",,,"08/07/2020",,,
651,44400001,"A-0102  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",1,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4727,1056,0,0,"01_A_C2 ",3,3,"",,113,"Balcony-Large","View-Park",,"08/07/2020",,,
652,44400001,"A-0103  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",1,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",2417,553,0,0,"01_A_A1 ",1,1,"","Aspect",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
653,44400001,"A-0104  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",1,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3245,769,0,0,"01_A_B2 ",2,2,"","Aspect",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
654,44400001,"A-0105  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",1,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3285,813,0,0,"01_A_B3 ",2,2,"",,222,"Double Terrace","View-Park",,"08/07/2020",,,
655,44400001,"A-0201  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",2,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3210,670,0,0,"01_A_B1 ",2,1,"",,67,"Balcony-Standard",,,"08/07/2020",,,
656,44400001,"A-0202  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",2,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4737,1056,0,0,"01_A_C2 ",3,3,"","Edge",113,"Balcony-Large","View-Park",,"08/07/2020",,,
657,44400001,"A-0203  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",2,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",2417,553,0,0,"01_A_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
658,44400001,"A-0204  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",2,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3245,769,0,0,"01_A_B2 ",2,2,"","Edge",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
659,44400001,"A-0205  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",2,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4707,1038,0,0,"01_A_C1 ",3,3,"",,112,"Balcony-Std; Terrace","View-Park",,"08/07/2020",,,
660,44400001,"A-0301  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",3,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3210,670,0,0,"01_A_B1 ",2,1,"",,67,"Balcony-Standard",,,"08/07/2020",,,
661,44400001,"A-0302  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",3,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4737,1056,0,0,"01_A_C2 ",3,3,"",,113,"Balcony-Large","View-Park",,"08/07/2020",,,
662,44400001,"A-0303  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",3,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",2407,553,0,0,"01_A_A1 ",1,1,"","Aspect",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
663,44400001,"A-0304  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",3,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3245,769,0,0,"01_A_B2 ",2,2,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
664,44400001,"A-0305  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",3,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4707,1038,0,0,"01_A_C1 ",3,3,"","Aspect",112,"Balcony-Std; Terrace","View-Park",,"08/07/2020",,,
665,44400001,"A-0401  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",4,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3210,670,0,0,"01_A_B1 ",2,1,"",,67,"Balcony-Standard",,,"08/07/2020",,,
666,44400001,"A-0402  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",4,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4737,1056,0,0,"01_A_C2 ",3,3,"",,113,"Balcony-Large","View-Park",,"08/07/2020",,,
667,44400001,"A-0403  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",4,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",2407,553,0,0,"01_A_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
668,44400001,"A-0404  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",4,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3245,769,0,0,"01_A_B2 ",2,2,"","Edge",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
